timestamp,left_x,left_y,right_x,right_y
455927616900,0.34847649931907654,0.44291701912879944,0.36096447706222534,0.40999874472618103
455927633566,0.34131988883018494,0.3975462019443512,0.3622877895832062,0.37160059809684753
455927650233,0.34276485443115234,0.38158664107322693,0.3584609031677246,0.3636997938156128
455927666900,0.35405150055885315,0.40664681792259216,0.36519351601600647,0.35667333006858826
455927683566,0.34801071882247925,0.3954874873161316,0.3649573028087616,0.37428832054138184
455927700235,0.3566869795322418,0.388304203748703,0.3634597361087799,0.3769669532775879
455927716902,0.35188624262809753,0.37839725613594055,0.36214175820350647,0.3539278209209442
455927733568,0.3417010009288788,0.39282941818237305,0.36621883511543274,0.36237633228302
455927750235,0.34797602891921997,0.3977569043636322,0.36196884512901306,0.3651368319988251
455927766902,0.34840115904808044,0.3750796318054199,0.36044931411743164,0.36551088094711304
455927783568,0.3564695417881012,0.389454185962677,0.36021116375923157,0.3530762791633606
455927800235,0.3581032156944275,0.40392887592315674,0.3657979369163513,0.37989839911460876
455927816902,0.35139191150665283,0.38380253314971924,0.36777424812316895,0.35143962502479553
455927833575,0.3500947654247284,0.4075462520122528,0.360908567905426,0.3554856479167938
455927850242,0.34987911581993103,0.41057682037353516,0.3603234887123108,0.35839590430259705
455927866909,0.34920522570610046,0.4142698049545288,0.3610556125640869,0.36482542753219604
455927883575,0.3422901928424835,0.3893647789955139,0.3630402088165283,0.3638531267642975
455927900242,0.3562883734703064,0.3847603499889374,0.3590867519378662,0.3774328827857971
455927916908,0.39025673270225525,0.3682083189487457,0.4149012267589569,0.34520596265792847
455927933575,0.5037670731544495,0.2835749089717865,0.5017526745796204,0.2930745780467987
455928000246,0.5450263619422913,0.2841217815876007,0.5424079895019531,0.2986406683921814
455928016912,0.5420780181884766,0.26680585741996765,0.5432976484298706,0.2845885157585144
455928033579,0.5444905757904053,0.2912445366382599,0.5379510521888733,0.29758232831954956
455928050246,0.5416561365127563,0.27598199248313904,0.5501930117607117,0.28961363434791565
455928066912,0.5462019443511963,0.2859291136264801,0.5415216088294983,0.2903839647769928
455928083582,0.5404859185218811,0.27744433283805847,0.5517257452011108,0.2805923521518707
455928100249,0.5446670055389404,0.28972336649894714,0.5546674132347107,0.28254416584968567
455928116915,0.5459931492805481,0.27643904089927673,0.5451420545578003,0.2894495725631714
455928133582,0.5459790825843811,0.27129122614860535,0.5528671741485596,0.27451738715171814
455928150249,0.5457607507705688,0.2859761118888855,0.5438318252563477,0.27416253089904785
455928166913,0.5452627539634705,0.2678958773612976,0.5532370805740356,0.27059686183929443
455928183580,0.5520368218421936,0.27893567085266113,0.5496644973754883,0.27647507190704346
455928200247,0.5488942861557007,0.27958881855010986,0.547342836856842,0.27321451902389526
455928216917,0.5495284199714661,0.2675544023513794,0.552717924118042,0.2786230444908142
455928233584,0.544319748878479,0.2914878726005554,0.5554872155189514,0.27982980012893677
455928250251,0.5466640591621399,0.26437878608703613,0.5528863072395325,0.27472010254859924
455928266917,0.5460312366485596,0.29536983370780945,0.5504670739173889,0.27465882897377014
455928283584,0.5509651303291321,0.2808513939380646,0.5440413355827332,0.28403255343437195
455928300251,0.5494568943977356,0.26781657338142395,0.5478082299232483,0.2776336073875427
455928316917,0.5561559200286865,0.27359330654144287,0.536264181137085,0.27736836671829224
455928333586,0.5507463216781616,0.2818562090396881,0.5388739705085754,0.2744221091270447
455928350258,0.5457789301872253,0.2692056894302368,0.5507622957229614,0.28154727816581726
455928366924,0.5520709753036499,0.27303972840309143,0.5422307848930359,0.2699117660522461
455928383591,0.5472354888916016,0.2690650224685669,0.5472667813301086,0.2698282301425934
455928400257,0.5394909381866455,0.26545199751853943,0.5442767143249512,0.26510024070739746
455928416924,0.5577095150947571,0.2661348879337311,0.5494700074195862,0.25713884830474854
455928433591,0.5504232048988342,0.2539981007575989,0.5468367338180542,0.25420182943344116
455928450257,0.5511797666549683,0.28015509247779846,0.5404356718063354,0.2662709951400757
455928466924,0.5508469343185425,0.2655402719974518,0.5391529202461243,0.2555463910102844
455928483590,0.5972686409950256,0.3977135419845581,0.617077648639679,0.4059149920940399
455928500256,0.6833940744400024,0.5747358202934265,0.704755425453186,0.5496053099632263
455928516923,0.7724443674087524,0.7143682241439819,0.769072949886322,0.6806535720825195
455928533590,0.7635959982872009,0.7023689150810242,0.7644633650779724,0.6725642681121826
455928550256,0.779497504234314,0.7263877391815186,0.7657269835472107,0.6909995675086975
455928566923,0.7706615924835205,0.745776355266571,0.7659358382225037,0.7027454972267151
455928583590,0.766210675239563,0.7326619625091553,0.7645853757858276,0.7080079317092896
455928600256,0.7693110704421997,0.7405279278755188,0.772831916809082,0.6967674493789673
455928616930,0.7731791734695435,0.7207744121551514,0.7660802006721497,0.6881690621376038
455928633597,0.7696971297264099,0.7537479400634766,0.7684899568557739,0.6838001608848572
455928650263,0.7701812982559204,0.743172287940979,0.7640410661697388,0.6895798444747925
455928666930,0.7656707763671875,0.7308945655822754,0.7659103870391846,0.6955852508544922
455928683597,0.7574530839920044,0.7304418087005615,0.767490029335022,0.6849753856658936
455928700263,0.770967960357666,0.7287769913673401,0.7643725275993347,0.6869960427284241
455928716930,0.7662752270698547,0.7498582005500793,0.7683511972427368,0.6906909942626953
455928733597,0.7651181817054749,0.7363761067390442,0.7663302421569824,0.7069600224494934
455928750269,0.7693538069725037,0.7525784969329834,0.7703861594200134,0.6816303133964539
455928766936,0.7631691694259644,0.7358484268188477,0.7743424773216248,0.7082349061965942
455928783603,0.7510116696357727,0.7064847350120544,0.7507754564285278,0.6932808756828308
455928800269,0.7561618685722351,0.7219412922859192,0.7581745982170105,0.6914847493171692
455928816936,0.7499154210090637,0.6988310217857361,0.7628366351127625,0.6822834014892578
455928833603,0.750554621219635,0.6993966698646545,0.7582646608352661,0.6819000244140625
455928850269,0.7564625144004822,0.6897517442703247,0.7571635246276855,0.683846116065979
455928866936,0.7525460720062256,0.6995101571083069,0.7569297552108765,0.6952528357505798
455928883607,0.7460046410560608,0.6546244025230408,0.7450299263000488,0.6673449873924255
455928900273,0.7371494770050049,0.6140139698982239,0.7345983386039734,0.6171079874038696
455928916940,0.7385997772216797,0.6169560551643372,0.7372305393218994,0.6133306622505188
455928933607,0.7368674874305725,0.613551139831543,0.7332707643508911,0.6063420176506042
455928950273,0.743344247341156,0.6042671203613281,0.72852623462677,0.6111118793487549
455928966940,0.738990068435669,0.610714852809906,0.7285483479499817,0.6271297931671143
455928983606,0.7386605143547058,0.5814992785453796,0.7371624708175659,0.6207267642021179
455929000275,0.7378185391426086,0.5914294719696045,0.7303271293640137,0.6136788129806519
455929016942,0.7394001483917236,0.5961725115776062,0.7332304120063782,0.6027911901473999
455929033600,0.7390754818916321,0.5807948708534241,0.738300085067749,0.6178909540176392
455929050275,0.7363057732582092,0.5910074710845947,0.7416946291923523,0.6283361911773682
455929066942,0.7401713728904724,0.5772508978843689,0.7383285164833069,0.6274494528770447
455929083608,0.7435332536697388,0.5852088928222656,0.7398035526275635,0.6272921562194824
455929100275,0.7449646592140198,0.5807428956031799,0.7388187646865845,0.6157006025314331
455929116942,0.7445653676986694,0.6070939898490906,0.7306463122367859,0.6165825128555298
455929133602,0.7468965649604797,0.5918819308280945,0.7341005802154541,0.6214321851730347
455929150269,0.7433350086212158,0.5931702852249146,0.7415719628334045,0.6227641105651855
455929166944,0.764482855796814,0.6021018624305725,0.7446910738945007,0.6136957406997681
455929183610,0.7686407566070557,0.5867019295692444,0.7435283064842224,0.6082870960235596
455929200277,0.7637174129486084,0.5789269804954529,0.7453874945640564,0.6096445918083191
455929216944,0.7484927177429199,0.5946948528289795,0.7494010329246521,0.6071689128875732
455929233610,0.7599061131477356,0.6000567078590393,0.7398227453231812,0.6157379746437073
455929250277,0.747349739074707,0.5920058488845825,0.7494421601295471,0.6353956460952759
455929266951,0.7559301853179932,0.585693895816803,0.7445780634880066,0.6286585330963135
455929283617,0.7512224912643433,0.6021464467048645,0.7500938773155212,0.6298313736915588
455929300284,0.7590711712837219,0.595235288143158,0.7387592792510986,0.6163750290870667
455929316951,0.7589582204818726,0.5686988830566406,0.751696765422821,0.6082625389099121
455929333617,0.7531107068061829,0.5837060213088989,0.7468740940093994,0.6019466519355774
455929350284,0.750243604183197,0.5804286599159241,0.7566154599189758,0.6134625673294067
455929366951,0.757357656955719,0.6052291393280029,0.7526309490203857,0.6167696714401245
455929383617,0.7759009003639221,0.5825855731964111,0.7666627168655396,0.6115325093269348
455929400279,0.7799450159072876,0.5848802924156189,0.7727753520011902,0.6038286685943604
455929416946,0.7727887034416199,0.5960824489593506,0.7724531292915344,0.6159230470657349
455929433613,0.7709230780601501,0.5734474658966064,0.7719166278839111,0.6101561188697815
